provider_number,network,facility_name,five_star_date,five_star,five_star_data_availability_code,address_line_1,address_line_2,city,state,zip,county,phone_number,profit_or_nonprofit,chain_owned,chain_organization,late_shift,of_dialysis_stations,offers_incenter_hemodialysis,offers_peritoneal_dialysis,offers_home_hemodialysis_training,percentage_of_medicare_patients_with_hgb10_gdl,percentage_of_medicare_patients_with_hgb12_gdl,percentage_of_adult_patients_with_serum_phosphorus_less_tha_1,percentage_of_adult_patients_with_serum_phosphorus_between__2,percentage_of_adult_patients_with_serum_phosphorus_between__3,percentage_of_adult_patients_with_serum_phosphorus_between__4,percentage_of_adult_patients_with_serum_phosphorus_greater__5,mortality_rate_facility,hospitalization_rate_facility,standard_infection_ratio,percentage_of_adult_patients_with_long_term_catheter_in_use,standardized_first_kidney_transplant_waitlist_ratio
672736,14,"KEY CHOICE LLC",01/01/2016-12/31/2019,2,1,"5420 DASHWOOD DR STE 207",,HOUSTON,TX,77081,HARRIS,"(832) 830-8129",Profit,No,INDEPENDENT,0,0,0,1,0,,,1,15,19,34,31,20.2,204.7,,,1.47
672827,14,"DAVITA PLANO TOLLWAY DIALYSIS",01/01/2016-12/31/2019,4,1,"6101 WINDHAVEN PKWY",,PLANO,TX,75093,COLLIN,"(972) 473-7891",Profit,Yes,DAVITA,1,17,1,1,0,,,6,19,34,16,25,,109.2,0.64,11,
672828,14,"DIAMOND DIALYSIS -MISSOURI CITY",01/01/2016-12/31/2019,2,1,"5603 HIGHWAY 6",,"MISSOURI CITY",TX,77459,"FORT BEND","(832) 987-1353",Profit,No,INDEPENDENT,0,13,1,1,0,50,0,10,25,21,26,18,34.8,180.1,,22,0.87
672829,14,"INNOVATIVE DIALYSIS SOLUTIONS AT HOME, PLLC",01/01/2016-12/31/2019,2,1,"2795 BULVERDE RD","SUITE B",BULVERDE,TX,78163,COMAL,"(830) 428-0524",Profit,No,INDEPENDENT,0,2,0,1,0,,,4,17,24,28,27,17.7,283.7,,,2.54
672830,14,"GADC, LLC",01/01/2016-12/31/2019,4,1,"3417 GASTON AVENUE SUITE 180",,DALLAS,TX,75246,DALLAS,"(972) 232-1730",Profit,Yes,"US RENAL CARE, INC.",0,17,1,1,0,20,0,10,22,33,24,11,12.7,142,0.74,15,
672756,14,"DAVITA ACE DIALYSIS",01/01/2016-12/31/2019,3,1,"14512 LEE ROAD",,HUMBLE,TX,77396,HARRIS,"(281) 441-5016",Profit,Yes,DAVITA,0,12,1,1,0,20,0,3,18,32,27,21,22.8,220.2,0,17,0
672757,14,"LIBERTY DIALYSIS - MANSFIELD",01/01/2016-12/31/2019,1,1,"2651 E BROAD STREET","SUITE 109",MANSFIELD,TX,76063,BALTIMORE,"(817) 225-4433",Profit,Yes,"US RENAL CARE, INC.",0,21,1,1,0,39,0,7,21,36,23,13,25.9,251.7,0.27,25,0.75
672758,14,"DAVITA GREATWOOD DIALYSIS",01/01/2016-12/31/2019,3,1,"20333 SOUTHWEST FREEWAY","SUITE 105","SUGAR LAND",TX,77479,"FORT BEND","(281) 545-1470",Profit,Yes,DAVITA,0,17,1,0,0,17,0,9,29,35,13,13,37.5,223.4,0,11,0.48
672759,14,"DAVITA LA CENTRAL DIALYSIS",01/01/2016-12/31/2019,3,1,"902 HOUSTON STREET",,LAREDO,TX,78040,WEBB,"(956) 523-8652",Profit,Yes,DAVITA,0,13,1,1,0,11,0,5,20,34,22,20,27.7,176.2,1.02,9,0.73
672760,14,"FRESENIUS MEDICAL CARE BAYTOWN NORTH",01/01/2016-12/31/2019,4,1,"4816 EAST CHASE STREET",,BAYTOWN,TX,77521,HARRIS,"(281) 421-4108",Profit,Yes,"FRESENIUS MEDICAL CARE",0,16,1,1,0,21,0,7,24,31,23,15,20.9,193.9,0,17,0.56
452895,14,"US RENAL CARE BANDERA ROAD DIALYSIS",01/01/2016-12/31/2019,4,1,"7831 WESTCHASE",,"SAN ANTONIO",TX,78238,BEXAR,"(210) 682-1300",Profit,Yes,"US RENAL CARE, INC.",0,13,1,1,1,15,0,12,24,35,22,6,26.9,271.1,0.29,10,0.87
452896,14,"USRC TARRANT DIALYSIS CENTER MANSFIELD",01/01/2016-12/31/2019,2,1,"1800 HWY 157 N.","SUITE 101",MANSFIELD,TX,76063,TARRANT,"(682) 518-0126",Profit,Yes,"TARRANT DIALYSIS CENTERS",0,23,1,0,0,18,0,13,27,33,19,8,24.8,233.9,0.17,26,1.11
452897,14,"DAVITA GILMER DIALYSIS",01/01/2016-12/31/2019,4,1,"510 US HWY 271 N",,GILMER,TX,75644,UPSHUR,"(903) 843-9886",Profit,Yes,DAVITA,0,12,1,0,0,26,0,8,20,30,20,22,30.9,161.2,1.14,6,0.68
452898,14,"DAVITA RIVER PARK DIALYSIS",01/01/2016-12/31/2019,3,1,"2010 SOUTH LOOP 336 WEST","SUITE 200",CONROE,TX,77304,MONTGOMERY,"(936) 760-3333",Profit,Yes,DAVITA,0,12,1,1,0,21,3,4,16,26,24,29,32.3,254.7,1.26,11,0.57
452899,14,"DAVITA DOWNTOWN HOUSTON DIALYSIS CENTER",01/01/2016-12/31/2019,4,1,"2207 CRAWFORD ST",,HOUSTON,TX,77002,HARRIS,"(713) 655-0900",Profit,Yes,DAVITA,0,16,1,0,0,22,0,6,28,37,17,11,24.4,203.4,0.22,8,0
682595,7,"DAVITA CAPE CORAL AT HOME",01/01/2016-12/31/2019,3,1,"3637 DEL PRADO BLVD S","SUITE 202","CAPE CORAL",FL,33904,TWIGGS,"(239) 542-7076",Profit,Yes,DAVITA,0,5,0,1,1,37,0,4,18,32,30,16,22.7,203.2,,24,
682596,7,"DAVITA KENNEDY BOULEVARD DIALYSIS",01/01/2016-12/31/2019,3,1,"2205 W KENNEDY BLVD",,TAMPA,FL,33606,,"(813) 254-3638",Profit,Yes,DAVITA,0,20,1,0,0,28,0,4,19,29,22,26,15,227.3,0.4,17,0.37
682597,7,"FIRST PREVENTION & DIALYSIS CENTER, LLC",01/01/2016-12/31/2019,1,1,"17940 NW 27TH  AVENUE",,"MIAMI GARDENS",FL,33056,MIAMI-DADE,"(305) 621-8899",Profit,No,INDEPENDENT,0,14,1,1,0,55,0,8,25,25,29,14,10,298,,34,
682598,7,"DAVITA LAND O LAKES DIALYSIS",01/01/2016-12/31/2019,3,1,"2100 VIA BELLA BLVD","SUITE# 104","LAND O LAKES",FL,34639,PASCO,"(813) 948-8157",Profit,Yes,DAVITA,0,20,1,0,0,15,0,4,22,29,26,20,20.5,182.3,0,15,0.36
682599,7,"WEST ORANGE MAITLAND DIALYSIS CENTER LLC",01/01/2016-12/31/2019,2,1,"7960 FORREST CITY RD","SUITE 105",ORLANDO,FL,32810,ORANGE,"(407) 297-8408",Profit,No,INDEPENDENT,0,16,1,1,1,14,0,6,21,36,28,9,17.9,375.9,,13,0.54
672831,14,"GREATER IRVING II REGIONAL DIALYSIS CENTER, LLC",01/01/2016-12/31/2019,4,1,"1070 N WESTMORELAND ROAD",,DALLAS,TX,75211,DALLAS,"(214) 331-7219",Profit,Yes,"AMERICAN RENAL ASSOCIATES",1,24,1,1,1,64,0,5,19,27,36,13,15.1,125.7,0.98,13,0.54
672832,14,"USRC WEST UNIVERSITY, LLC",01/01/2016-12/31/2019,2,1,"9219 STELLA LINK",,HOUSTON,TX,77025,HARRIS,"(713) 349-0724",Profit,Yes,"US RENAL CARE, INC.",0,13,1,0,0,44,0,10,27,42,14,6,18.5,266.3,0,31,
682525,7,"FRESENIUS KIDNEY CARE-ST PETERSBURG",01/01/2016-12/31/2019,3,1,"446 4TH STREET S",,"SAINT PETERSBURG",FL,33701,PINELLAS,"(727) 896-5500",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,0,0,18,0,15,32,24,20,9,20.6,201.2,0,6,
682526,7,"DAVITA JACKSONVILLE ARLINGTON DIALYSIS",01/01/2016-12/31/2019,2,1,"929 UNIVERSITY BLVD N",,JACKSONVILLE,FL,32211,DUVAL,"(904) 743-1689",Profit,Yes,DAVITA,0,16,1,1,1,30,0,13,24,29,18,16,28.6,278.3,1.61,30,1.74
682527,7,"DAVITA DORAL KIDNEY CENTER",01/01/2016-12/31/2019,3,1,"7755 NW 48TH ST #120",,DORAL,FL,33166,MIAMI-DADE,"(305) 436-5279",Profit,Yes,DAVITA,0,16,1,0,0,0,0,10,35,40,10,5,34.2,246.8,0.64,10,
682528,7,"DONATE MEDICAL CENTER",01/01/2016-12/31/2019,1,1,"1871 CORAL WAY #101",,MIAMI,FL,33145,MIAMI-DADE,"(305) 856-3287",Profit,No,INDEPENDENT,0,6,1,0,0,45,0,6,18,26,33,17,30.7,241.7,,37,
672851,14,"DAVITA ALVAH DIALYSIS, LLC",01/01/2016-12/31/2019,2,1,"407 E SOUTH ST",,WEIMAR,TX,78962,COLORADO,"(979) 725-2266",Profit,Yes,DAVITA,1,8,1,1,1,31,0,5,28,24,29,14,31.3,164.8,,3,
672852,14,"DAVITA EDINBURG CITRUS GROVE DIALYSIS",01/01/2016-12/31/2019,4,1,"404 S. VETERANS BLVD, STE D",,EDINBURG,TX,78539,HIDALGO,"(956) 631-2401",Profit,Yes,DAVITA,0,20,1,0,0,6,0,13,20,31,19,16,24.2,229.5,1.28,16,
672853,14,"FRESENIUS MEDICAL CARE ELLA, LLC",01/01/2016-12/31/2019,1,1,"2850 KIRBY DRIVE",,PEARLAND,TX,77584,BRAZORIA,"(281) 582-8024",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,1,0,,,12,21,27,27,13,,177.2,0,26,
672854,14,"DSI CHINATOWN HEMODIALYSIS, LLC",01/01/2016-12/31/2019,2,1,"7329 W SAM HOUSTON PARKWAY S","SUITE 101A",HOUSTON,TX,77072,HARRIS,"(713) 773-2124",Profit,Yes,"US RENAL CARE, INC.",0,13,1,0,0,0,0,13,27,36,10,14,31.5,128,0.3,25,
672855,14,"DSI CHINATOWN HOME, LLC",01/01/2016-12/31/2019,,260,"7329 W SAM HOUSTON PARKWAY S","SUITE 101B",HOUSTON,TX,77072,HARRIS,"(713) 773-2124",Profit,Yes,"US RENAL CARE, INC.",0,4,0,1,0,,,,,,,,,,,,
672856,14,"USRC CONWAY, LLC",01/01/2016-12/31/2019,3,1,"200 WEST 2 MILE ROAD",,MISSION,TX,78574,HIDALGO,"(956) 445-5365",Profit,Yes,"US RENAL CARE, INC.",0,25,1,0,0,27,0,11,25,34,16,14,19.1,238.2,0,13,
492526,5,"BMA - FARMVILLE",01/01/2016-12/31/2019,3,1,"500 SUNCHASE BLVD.",,FARMVILLE,VA,23901,"PRINCE EDWARD","(434) 392-8846",Profit,Yes,"FRESENIUS MEDICAL CARE",1,19,1,1,0,24,0,8,22,26,28,17,20.9,225.7,0.31,22,0.96
492527,5,"RENAL CARE GROUP - MARTINSVILLE",01/01/2016-12/31/2019,3,1,"500 BLUE RIDGE ST",,MARTINSVILLE,VA,24112,"MARTINSVILLE CITY","(276) 632-8023",Profit,Yes,"FRESENIUS MEDICAL CARE",0,25,1,1,1,16,0,12,27,27,24,9,25.1,193.4,0.16,11,0.99
492528,5,"DAVITA STAUNTON DIALYSIS",01/01/2016-12/31/2019,4,1,"29 IDLEWOOD BLVD",,STAUNTON,VA,24401,"STAUNTON CITY","(540) 885-8906",Profit,Yes,DAVITA,0,17,1,1,0,46,0,7,23,41,16,13,21.9,93.6,0.85,16,
492529,5,"BMA - TWIN COUNTY",01/01/2016-12/31/2019,5,1,"1159 GLENDALE RD",,GALAX,VA,24333,"GALAX CITY","(276) 236-6011",Profit,Yes,"FRESENIUS MEDICAL CARE",0,16,1,1,1,11,0,4,21,31,25,18,27.1,146.6,0.65,12,
492530,5,"ARTIFICIAL KIDNEY CENTER - SUFFOLK",01/01/2016-12/31/2019,4,1,"1005 COMMERCIAL LANE","SUITE 100",SUFFOLK,VA,23434,"SUFFOLK CITY","(757) 934-0009",Profit,Yes,"FRESENIUS MEDICAL CARE",0,28,1,1,1,23,0,8,21,25,24,22,26.1,180.8,0,14,0.9
672713,14,"SPACE CITY DIALYSIS CENTER LLC",01/01/2016-12/31/2019,3,1,"6518 MEMORIAL DRIVE",,"TEXAS CITY",TX,77591,GALVESTON,"(409) 965-0318",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,17,1,1,0,47,0,12,27,35,16,10,25.4,285.4,1.21,17,1.29
672714,14,"KIDNEY CARE CENTER",01/01/2016-12/31/2019,3,1,"1126 SLIDE ROAD STE 4B",,LUBBOCK,TX,79416,LUBBOCK,"(806) 771-0906",Profit,No,INDEPENDENT,0,0,0,1,0,32,0,7,23,29,23,18,19,189.6,,,1.73
672715,14,"DAVITA VILLAGE DIALYSIS",01/01/2016-12/31/2019,3,1,"6952 INDUSTRIAL PARKWAY",,ROSENBERG,TX,77471,"FORT BEND","(281) 232-3116",Profit,Yes,DAVITA,0,12,1,0,0,21,0,7,24,29,22,17,21.2,223.3,0.53,18,0.26
672716,14,"CLUTCH CITY DIALYSIS CENTER",01/01/2016-12/31/2019,1,1,"5910 SCOTT STREET","SUITE A",HOUSTON,TX,77021,HARRIS,"(713) 748-0554",Profit,No,INDEPENDENT,0,24,1,0,0,38,0,7,26,33,17,17,25.9,321.2,,21,
672717,14,"DAVITA NORTH CONROE DIALYSIS",01/01/2016-12/31/2019,3,1,"3211 INTERSTATE 45 N","SUITE 500",CONROE,TX,77304,MONTGOMERY,"(936) 756-9400",Profit,Yes,DAVITA,0,16,1,1,0,32,0,4,23,28,24,21,26.3,296.3,0.86,14,0.44
682529,7,"DAVITA DOWNTOWN PENSACOLA DIALYSIS",01/01/2016-12/31/2019,4,1,"700 E CERVANTES ST #A",,PENSACOLA,FL,32501,ESCAMBIA,"(850) 433-1534",Profit,Yes,DAVITA,0,20,1,0,0,15,0,7,18,41,22,11,37.5,189.6,0.79,3,0
682530,7,"DAVITA SILVER SPRINGS SHORES DIALYSIS",01/01/2016-12/31/2019,3,1,"9310 SPRING RD",,OCALA,FL,34472,MARION,"(352) 687-0403",Profit,Yes,DAVITA,0,20,1,0,0,21,0,5,21,31,23,21,27.4,193.3,1.08,15,
672635,14,"DAVITA DUNCANVILLE DIALYSIS",01/01/2016-12/31/2019,4,1,"270 E HIGHWAY 67, SUITE 100",,DUNCANVILLE,TX,75137,DALLAS,"(972) 296-4911",Profit,Yes,DAVITA,0,16,1,0,0,24,0,6,19,31,25,19,19.8,146.9,0.68,6,
672636,14,"DAVITA PLANO DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"481 SHILOH ROAD, SUITE 100",,PLANO,TX,75074,COLLIN,"(972) 881-3270",Profit,Yes,DAVITA,0,12,1,1,1,14,0,8,25,32,19,16,17,135.8,0,11,1.37
672637,14,"USRC TARRANT DIALYSIS WEST FORT WORTH",01/01/2016-12/31/2019,3,1,"1704 SOUTH CHERRY LANE, SUITE 200",,"WHITE SETTLEMENT",TX,76108,TARRANT,"(817) 367-0822",Profit,Yes,"US RENAL CARE, INC.",0,12,1,0,0,11,0,10,20,33,25,12,22.6,242.8,,15,0.38
682549,7,"DAVITA OVIEDO DIALYSIS",01/01/2016-12/31/2019,3,1,"7560 RED BUG LAKE RD #1048",,OVIEDO,FL,32765,SEMINOLE,"(407) 366-0211",Profit,Yes,DAVITA,0,20,1,0,0,13,0,5,24,35,15,21,23.3,428.8,0,10,0.86
682550,7,"DAVITA OCOEE HOME TRAINING",01/01/2016-12/31/2019,3,1,"1552 BOREN DR #100",,OCOEE,FL,34761,ORANGE,"(407) 877-2012",Profit,Yes,DAVITA,0,0,0,1,0,27,0,3,19,29,29,20,21.1,210.1,,,1.71
682551,7,"FMC - WEST JACKSONVILLE",01/01/2016-12/31/2019,3,1,"5607 NORMANDY BLVD",,JACKSONVILLE,FL,32205,DUVAL,"(904) 786-1385",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,1,0,30,0,6,25,28,21,20,26,217.9,0.95,16,0
682552,7,"DAVITA WINTER HAVEN SOUTH DIALYSIS",01/01/2016-12/31/2019,3,1,"7220 CYPRESS GARDENS BLVD",,"WINTER HAVEN",FL,33884,POLK,"(863) 324-5040",Profit,Yes,DAVITA,0,12,1,1,0,22,0,7,23,31,19,20,31.3,277.1,1.1,16,0.38
682554,7,"DCI UNIVERSITY OF FLORIDA HOME PROGRAM",01/01/2016-12/31/2019,,260,"3750 NW 83RD ST",,GAINESVILLE,FL,32606,ALACHUA,"(352) 377-6790",Non-Profit,Yes,"DIALYSIS CLINIC, INC.",0,7,0,1,1,14,0,3,21,27,32,17,21.5,189,,,1.6
492531,5,"BMA - SOUTHWEST VIRGINIA",01/01/2016-12/31/2019,2,1,"23758 RIVERSIDE DRIVE",,GRUNDY,VA,24614,BUCHANAN,"(276) 935-8889",Profit,Yes,"FRESENIUS MEDICAL CARE",0,9,1,0,0,18,0,6,19,25,31,20,27.2,272.7,0.71,21,
492652,5,"DAVITA HAYMARKET DIALYSIS",01/01/2016-12/31/2019,5,1,"14664 GAP WAY   #2268",,GAINESVILLE,VA,20155,"PRINCE WILLIAM","(703) 753-3520",Profit,Yes,DAVITA,0,13,1,1,0,12,0,7,14,32,34,12,24.5,89.1,1.31,13,
492653,5,"DAVITA BUTLER FARM DIALYSIS",01/01/2016-12/31/2019,3,1,"501 A BUTLER FARM RD",,HAMPTON,VA,23666,"HAMPTON CITY","(757) 766-1921",Profit,Yes,DAVITA,0,28,1,1,1,28,0,7,19,31,23,20,24.4,164.6,1,15,1.12
492654,5,"DAVITA LEESBURG VIRGINIA DIALYSIS",01/01/2016-12/31/2019,3,1,"224-D CORNWALL ST    STE 100",,LEESBURG,VA,20176,LOUDOUN,"(571) 258-1362",Profit,Yes,DAVITA,0,12,1,1,0,4,4,7,28,38,15,11,26.3,133.5,0.47,26,
492655,5,"FMC - HERITAGE HUNT",01/01/2016-12/31/2019,4,1,"7001 HERITAGE VILLAGE PLAZA","STE 150",GAINESVILLE,VA,20155,"PRINCE WILLIAM","(571) 261-1988",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,0,0,15,0,11,23,26,26,15,26.5,194.6,0,18,
672718,14,"USRC SAN ANTONIO HOME THERAPIES, LLC",01/01/2016-12/31/2019,2,1,"215 N SAN SABA ST","SUITE 314","SAN ANTONIO",TX,78207,BEXAR,"(210) 444-1958",Profit,Yes,"US RENAL CARE, INC.",0,6,0,1,1,39,0,5,27,30,23,15,23.1,235.5,,13,2.53
672809,14,"SEASONS DIALYSIS",01/01/2016-12/31/2019,,260,"2000 CRAWFORD STREET","SUITE 777",HOUSTON,TX,77002,HARRIS,"(713) 904-1756",Profit,Yes,"CHRISTCARE PATIENT SERVICES LLC",0,1,0,1,0,,,5,20,29,21,26,,,,,
672810,14,"DAVITA WEST ARLINGTON DIALYSIS",01/01/2016-12/31/2019,4,1,"1001 W ARBROOK BLVD","SUITE 101 & 111",ARLINGTON,TX,76015,TARRANT,"(817) 466-7403",Profit,Yes,DAVITA,0,21,1,0,0,20,0,9,21,29,23,17,17.3,259.7,0,9,
672811,14,"BIO MEDICAL APPLICATIONS OF TEXAS, INC",01/01/2016-12/31/2019,3,1,"8704 UNIVERSITY AVE",,LUBBOCK,TX,79423,LUBBOCK,"(806) 748-0002",Profit,Yes,"FRESENIUS MEDICAL CARE",1,13,1,1,0,18,0,6,21,27,28,17,22.2,200.5,0.18,15,1.55
672812,14,"USRC MEDICAL CENTER, LLC",01/01/2016-12/31/2019,4,1,"4511 NW LOOP 410",,"SAN ANTONIO",TX,78229,BEXAR,"(210) 541-0273",Profit,Yes,"USRC SAN ANTONIO, LP",0,13,1,0,0,11,0,6,18,38,25,13,13.6,222.5,0,11,1.81
672813,14,"DAVITA MAY STREET DIALYSIS",01/01/2016-12/31/2019,5,1,"712 SOUTH MAY STREET",,MADISONVILLE,TX,77864,MADISON,"(936) 349-0391",Profit,Yes,DAVITA,0,12,1,1,0,13,0,10,27,32,15,17,15.6,126.4,0,10,
672638,14,"DAVITA ROCKWALL DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"2346 GREENCREST BLVD",,ROCKWALL,TX,75087,ROCKWALL,"(972) 722-4781",Profit,Yes,DAVITA,0,17,1,1,0,4,0,10,28,38,18,6,12.3,115.4,0.45,5,
672639,14,"DAVITA FORT STOCKTON DIALYSIS",01/01/2016-12/31/2019,5,1,"387 WEST IH-10",,"FORT STOCKTON",TX,79735,PECOS,"(432) 336-8041",Profit,Yes,DAVITA,0,8,1,0,0,22,0,35,34,28,2,2,27.9,135.9,1.29,5,
672640,14,"DAVITA NORTH PARK DIALYSIS",01/01/2016-12/31/2019,3,1,"324 FM 1960 E","SUITE 104",HOUSTON,TX,77073,HARRIS,"(281) 443-2209",Profit,Yes,DAVITA,0,30,1,0,0,36,0,4,17,29,22,28,29.1,243.1,0.23,15,0
672737,14,"US RENAL CARE PLANO DIALYSIS",01/01/2016-12/31/2019,3,1,"4108 W 15TH STREET","SUITE 100",PLANO,TX,75093,COLLIN,"(469) 209-0355",Profit,Yes,"US RENAL CARE, INC.",0,13,1,0,0,13,0,13,33,29,18,6,21.7,182.9,0,7,0.94
672738,14,"US RENAL CARE TARRANT DIALYSIS BRYANT IRVIN",01/01/2016-12/31/2019,2,1,"5729 BRYANT IRVIN RD",,"FORT WORTH",TX,76132,TARRANT,"(682) 224-7635",Profit,Yes,"US RENAL CARE, INC.",0,17,1,0,0,16,0,13,32,33,11,12,16.8,186.5,0.42,32,0.43
672739,14,"DAVITA CROSSTIMBERS DIALYSIS",01/01/2016-12/31/2019,3,1,"4400 NORTH FREEWAY","SUITE 100",HOUSTON,TX,77022,HARRIS,"(713) 695-4413",Profit,Yes,DAVITA,0,12,1,1,0,10,0,9,26,34,16,15,28.9,230.9,0,8,0.6
672662,14,"US RENAL CARE OSO BAY DIALYSIS",01/01/2016-12/31/2019,3,1,"7502 SOUTH PADRE ISLAND DRIVE",,"CORPUS CHRISTI",TX,78412,NUECES,"(361) 994-1028",Profit,Yes,"US RENAL CARE, INC.",0,13,1,1,1,11,0,9,29,37,17,8,30.5,178,1.14,17,1.73
672663,14,"LIBERTY DIALYSIS VICTORIA",01/01/2016-12/31/2019,2,1,"606 LOCUST AVE",,VICTORIA,TX,77901,VICTORIA,"(361) 485-1148",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,1,0,33,0,5,23,28,20,24,30.3,279.3,0.96,17,1.54
672664,14,"DAVITA BINZ HOME TRAINING",01/01/2016-12/31/2019,,260,"1213 HERMAN DRIVE, SUITE 180",,HOUSTON,TX,77004,HARRIS,"(713) 529-5155",Profit,Yes,DAVITA,0,5,0,1,1,,,4,21,33,29,13,20.2,196.9,,,
672665,14,"DAVITA VALLEY BAPTIST-HARLINGEN DIALYSIS",01/01/2016-12/31/2019,4,1,"2220 HAINE DRIVE, SUITE 40",,HARLINGEN,TX,78550,CAMERON,"(956) 364-2789",Profit,Yes,DAVITA,0,48,1,1,0,14,0,6,21,29,28,16,26.1,192.5,0.49,12,0.78
672666,14,"BAY CITY REGIONAL DIALYSIS CENTER",01/01/2016-12/31/2019,3,1,"200 MEDICAL CENTER COURT, SUITE 200",,"BAY CITY",TX,77414,MATAGORDA,"(979) 323-0818",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,16,1,1,0,70,0,3,19,30,24,23,31.5,221.1,0.22,24,0.72
672667,14,"HOPE KIDNEY CLINIC LAKEVIEW",01/01/2016-12/31/2019,4,1,"6410 CRESCENT LOOP","SUITE 100",LAREDO,TX,78041,WEBB,"(956) 717-1600",Profit,Yes,"FRESENIUS MEDICAL CARE",0,28,1,1,1,20,0,9,24,31,22,14,20.6,133.5,0.33,13,1.21
492656,5,"FMC - BLAIRS DIALYSIS",01/01/2016-12/31/2019,5,1,"9325 US HIGHWAY 29",,BLAIRS,VA,24527,PITTSYLVANIA,"(434) 791-4546",Profit,Yes,"FRESENIUS MEDICAL CARE",0,25,1,1,0,6,0,6,28,30,21,15,20.9,101.1,0.39,8,0.43
492657,5,"FMC - GOOCHLAND",01/01/2016-12/31/2019,3,1,"2913-K RIVER ROAD WEST",,GOOCHLAND,VA,23063,GOOCHLAND,"(804) 556-5130",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,1,0,20,0,8,26,37,22,7,27,288.3,0.38,11,
672693,14,"DAVITA WEST POINT DIALYSIS",01/01/2016-12/31/2019,3,1,"12051 WESTPARK DRIVE","SUITE 100",HOUSTON,TX,77082,HARRIS,"(281) 920-4892",Profit,Yes,DAVITA,0,16,1,1,0,24,0,7,21,34,20,18,20.2,235.8,0.95,12,0.47
672694,14,"DAVITA RENAL CENTER OF PLANO",01/01/2016-12/31/2019,5,1,"4112 W SPRING CREEK PARKWAY","SUITE D-200",PLANO,TX,75024,COLLIN,"(972) 608-7831",Profit,Yes,"RENAL VENTURES MANAGEMENT",0,17,1,0,0,17,0,9,25,43,16,7,14.9,143,2.82,6,
672696,14,"DAVITA SPRING CREEK DIALYSIS",01/01/2016-12/31/2019,4,1,"301 EAST AIRLINE ROAD",,VICTORIA,TX,77901,VICTORIA,"(361) 572-3343",Profit,Yes,DAVITA,0,16,1,0,0,10,0,5,19,29,19,28,23,213.1,0.22,13,0.74
672814,14,"SNG-COLUMBIA SQUARE DIALYSIS CENTER, LP",01/01/2016-12/31/2019,3,1,"1711 COLUMBIA SQUARE",,"SAN ANTONIO",TX,78227,BEXAR,"(210) 455-8836",Profit,Yes,"SANKAR NEPHROLOGY GROUP",0,24,1,0,0,18,0,1,24,46,12,17,39.4,329.3,,4,
682505,7,"DAVITA PORT SAINT JOE DIALYSIS",01/01/2016-12/31/2019,2,1,"3871 HIGHWAY 98 E #101",,"PORT SAINT JOE",FL,32456,GULF,"(850) 229-2662",Profit,Yes,DAVITA,0,12,1,0,0,42,0,6,19,37,23,16,26.3,274.2,1.35,15,
682506,7,"FMC - PANAMA CITY",01/01/2016-12/31/2019,4,1,"2100 HARRISON AVE",,"PANAMA CITY",FL,32405,BAY,"(850) 522-5407",Profit,Yes,"FRESENIUS MEDICAL CARE",0,29,1,1,1,21,0,8,23,24,20,26,25.5,151,0.67,12,0.36
682507,7,"AMERICARE RENAL CENTER",01/01/2016-12/31/2019,1,1,"2601 SOUTHWEST 37 AVE #138",,MIAMI,FL,33133,MIAMI-DADE,"(305) 448-6261",Profit,No,INDEPENDENT,0,17,1,1,1,44,0,10,25,30,21,14,46.3,240,,25,0.33
682508,7,"DAVITA SOUTH DADE KIDNEY CENTER",01/01/2016-12/31/2019,3,1,"11040 SW 184 STREET",,"CUTLER BAY",FL,33157,MIAMI-DADE,"(305) 259-1516",Profit,Yes,DAVITA,0,23,1,1,1,17,0,9,23,37,18,14,22.6,261.1,1.09,7,
672740,14,"LIBERTY DIALYSIS - RICHARDSON",01/01/2016-12/31/2019,3,1,"1621 NORTH CENTRAL EXPRESSWAY","SUITE 200",RICHARDSON,TX,75080,DALLAS,"(972) 907-1480",Profit,Yes,"US RENAL CARE, INC.",0,17,1,1,0,8,0,10,28,31,20,11,18.9,185.2,0,13,0.58
672741,14,"DAVITA RENAL CENTER OF KELLER",01/01/2016-12/31/2019,3,1,"10708 VICTORIA ASH DR",,"FORT WORTH",TX,76244,TARRANT,"(817) 431-6533",Profit,Yes,"RENAL VENTURES MANAGEMENT",0,21,1,0,0,24,0,9,20,37,20,14,28.3,150.1,0.56,20,0.76
672742,14,"US RENAL CARE SOUTH SAN ANTONIO DIALYSIS",01/01/2016-12/31/2019,5,1,"137 PALO ALTO ROAD",,"SAN ANTONIO",TX,78211,BEXAR,"(210) 924-6733",Profit,Yes,"US RENAL CARE, INC.",0,13,1,0,0,4,0,11,35,32,14,8,20.6,279.4,0.54,4,3.45
